Latitude,Longitude,Zone,Slope
45.532995816965034,9.150968881649973,zone9,0.0
45.532995816965034,9.15123837623521,zone9,0.0
45.532995816965034,9.151507870820444,zone9,0.0
45.532995816965034,9.15177736540568,zone9,0.0
45.532995816965034,9.152046859990916,zone9,0.0
45.532995816965034,9.152316354576152,zone9,0.0
45.532995816965034,9.152585849161389,zone9,0.0
45.532995816965034,9.152855343746623,zone9,0.0
45.532995816965034,9.153124838331859,zone9,0.0
45.532995816965034,9.153394332917095,zone9,0.0
45.532995816965034,9.153663827502331,zone9,0.0
45.532995816965034,9.153933322087568,zone9,0.0
45.532995816965034,9.154202816672804,zone9,0.0
45.532995816965034,9.154472311258038,zone9,0.0
45.532995816965034,9.154741805843274,zone9,0.0
45.532995816965034,9.15501130042851,zone9,0.0
45.532995816965034,9.155280795013747,zone9,0.0
45.532995816965034,9.155550289598983,zone9,0.0
45.532995816965034,9.155819784184219,zone9,0.0
45.532995816965034,9.156089278769453,zone9,0.0
45.532995816965034,9.15635877335469,zone9,0.0
45.532995816965034,9.156628267939926,zone9,0.0
45.532995816965034,9.156897762525162,zone9,89.99984835967379
45.532995816965034,9.157167257110398,zone9,89.99985044736351
45.532995816965034,9.157436751695633,zone9,89.99979009447178
45.532995816965034,9.157706246280869,zone9,89.99979278156356
45.532995816965034,9.157975740866105,zone9,89.97816326755895
45.532995816965034,9.158245235451341,zone9,89.9942653928572
45.532995816965034,9.158514730036577,zone9,89.99454081664194
45.532995816965034,9.158784224621813,zone9,89.99023431599281
45.532995816965034,9.159053719207048,zone9,89.98455909803818
45.532995816965034,9.159323213792284,zone9,89.9691181983192
45.532995816965034,9.15959270837752,zone9,89.9691181983192
45.532995816965034,9.159862202962756,zone9,89.9691181983192
45.532995816965034,9.160131697547993,zone9,0.0
45.532995816965034,9.160401192133227,zone9,89.97816326755895
45.532995816965034,9.160670686718463,zone9,89.989081633383
45.532995816965034,9.1609401813037,zone9,89.9861892373649
45.532995816965034,9.161209675888935,zone9,89.9691181983192
45.532995816965034,9.161479170474172,zone9,89.9691181983192
45.532995816965034,9.161748665059408,zone9,89.98455909803818
45.532995816965034,9.162018159644642,zone9,89.98455909803818
45.532995816965034,9.162287654229878,zone9,89.98455909803818
45.532995816965034,9.162557148815115,zone9,89.9861892373649
45.532995816965034,9.16282664340035,zone9,89.99143492850833
45.532995816965034,9.163096137985587,zone9,89.99251006224446
45.532995816965034,9.163365632570821,zone9,89.99251006224446
45.532995816965034,9.163635127156057,zone9,89.99251006224446
45.532995816965034,9.163904621741294,zone9,89.99382363908967
45.532995816965034,9.16417411632653,zone9,89.99251006224446
45.532995816965034,9.164443610911766,zone9,89.99394357984433
45.532995816965034,9.164713105497002,zone9,89.99251006224446
45.532995816965034,9.164982600082237,zone9,89.9861892373649
45.532995816965034,9.165252094667473,zone9,89.97816326755895
45.532995816965034,9.165521589252709,zone9,89.98455909803818
45.532995816965034,9.165791083837945,zone9,89.98455909803818
45.532995816965034,9.166060578423181,zone9,89.98455909803818
45.532995816965034,9.166330073008417,zone9,89.99023431599281
45.532995816965034,9.166599567593652,zone9,89.99227954887891
45.532995816965034,9.166869062178888,zone9,89.99382363908967
45.532995816965034,9.167138556764124,zone9,89.99227954887891
45.532995816965034,9.16740805134936,zone9,89.99023431599281
45.532995816965034,9.167677545934596,zone9,89.99023431599281
45.532995816965034,9.167947040519831,zone9,89.99023431599281
45.532995816965034,9.168216535105067,zone9,89.9861892373649
45.532995816965034,9.168486029690303,zone9,89.9691181983192
45.532995816965034,9.16875552427554,zone9,89.98455909803818
45.532995816965034,9.169025018860776,zone9,89.9861892373649
45.532995816965034,9.169294513446012,zone9,89.99143492850833
45.532995816965034,9.169564008031246,zone9,89.9861892373649
45.532995816965034,9.169833502616482,zone9,89.9691181983192
45.532995816965034,9.170102997201719,zone9,0.0
45.532995816965034,9.170372491786955,zone9,89.9691181983192
45.532995816965034,9.17064198637219,zone9,89.9861892373649
45.532995816965034,9.170911480957425,zone9,89.9861892373649
45.532995816965034,9.171180975542661,zone9,89.97816326755895
45.532995816965034,9.171450470127898,zone9,89.989081633383
45.532995816965034,9.171719964713134,zone9,89.99251006224446
45.532995816965034,9.17198945929837,zone9,89.99251006224446
45.532995816965034,9.172258953883606,zone9,89.99023431599281
45.532995816965034,9.17252844846884,zone9,89.99143492850833
45.532995816965034,9.172797943054077,zone9,89.9861892373649
45.532995816965034,9.173067437639313,zone9,89.97816326755895
45.532995816965034,9.173336932224549,zone9,89.98970606522035
45.532995816965034,9.173606426809785,zone9,89.99023431599281
45.532995816965034,9.173875921395021,zone9,89.9861892373649
45.532995816965034,9.174145415980256,zone9,89.9691181983192
45.532995816965034,9.174414910565492,zone9,89.9861892373649
45.532995816965034,9.174684405150728,zone9,89.9861892373649
45.532995816965034,9.174953899735964,zone9,89.98455909803818
45.532995816965034,9.1752233943212,zone9,89.9691181983192
45.532995816965034,9.175492888906435,zone9,89.99227954887891
45.532995816965034,9.175762383491671,zone9,89.99575805790235
45.532995816965034,9.176031878076907,zone9,89.9959450203951
45.532995816965034,9.176301372662143,zone9,89.99485303256863
45.532995816965034,9.17657086724738,zone9,89.99272108887305
45.532995816965034,9.176840361832616,zone9,89.9861892373649
45.532995816965034,9.17710985641785,zone9,89.98970606522035
45.532995816965034,9.177379351003086,zone9,89.98455909803818
45.532995816965034,9.177648845588323,zone9,89.98455909803818
45.532995816965034,9.177918340173559,zone9,0.0
45.532995816965034,9.178187834758795,zone9,89.9691181983192
45.532995816965034,9.17845732934403,zone9,89.98455909803818
45.532995816965034,9.178726823929265,zone9,89.98455909803818
45.532995816965034,9.178996318514502,zone9,89.9861892373649
45.532995816965034,9.179265813099738,zone9,89.9691181983192
45.532995816965034,9.179535307684974,zone9,89.9691181983192
45.532995816965034,9.17980480227021,zone9,89.97816326755895
45.532995816965034,9.180074296855445,zone9,89.97816326755895
45.532995816965034,9.18034379144068,zone9,89.97816326755895
45.532995816965034,9.180613286025917,zone9,89.9691181983192
45.532995816965034,9.180882780611153,zone9,89.9861892373649
45.532995816965034,9.18115227519639,zone9,89.9861892373649
45.532995816965034,9.181421769781625,zone9,89.98455909803818
45.532995816965034,9.18169126436686,zone9,89.98455909803818
45.532995816965034,9.181960758952096,zone9,89.9691181983192
45.532995816965034,9.182230253537332,zone9,89.9691181983192
45.532995816965034,9.182499748122568,zone9,89.9861892373649
45.532995816965034,9.182769242707804,zone9,89.9691181983192
45.532995816965034,9.183038737293039,zone9,89.9691181983192
45.532995816965034,9.183308231878275,zone9,89.99023431599281
45.532995816965034,9.183577726463511,zone9,89.99023431599281
45.532995816965034,9.183847221048747,zone9,89.999787067606
45.532995816965034,9.184116715633984,zone9,89.99978554302312
45.532995816965034,9.18438621021922,zone9,0.0
45.532995816965034,9.184655704804454,zone9,0.0
45.532995816965034,9.18492519938969,zone9,0.0
45.532995816965034,9.185194693974926,zone9,0.0
45.532995816965034,9.185464188560163,zone9,0.0
45.532995816965034,9.185733683145399,zone9,0.0
45.532995816965034,9.186003177730633,zone9,0.0
45.532995816965034,9.18627267231587,zone9,0.0
45.532995816965034,9.186542166901106,zone9,0.0
45.532995816965034,9.186811661486342,zone9,0.0
45.532995816965034,9.187081156071578,zone9,0.0
45.532995816965034,9.187350650656814,zone9,0.0
45.532995816965034,9.187620145242049,zone9,0.0
45.532995816965034,9.187889639827285,zone9,0.0
45.532995816965034,9.18815913441252,zone9,0.0
45.532995816965034,9.188428628997757,zone9,0.0
45.532995816965034,9.188698123582993,zone9,0.0
45.532995816965034,9.18896761816823,zone9,0.0
45.532995816965034,9.189237112753464,zone9,0.0
45.532995816965034,9.1895066073387,zone9,0.0
45.532995816965034,9.189776101923936,zone9,0.0
45.532995816965034,9.190045596509172,zone9,0.0
45.532995816965034,9.190315091094408,zone9,0.0
45.532995816965034,9.190584585679643,zone9,0.0
45.532995816965034,9.190854080264879,zone9,0.0
45.532995816965034,9.191123574850115,zone9,0.0
45.532995816965034,9.191393069435351,zone9,0.0
45.532995816965034,9.191662564020588,zone9,0.0
45.532995816965034,9.191932058605824,zone9,0.0
45.532995816965034,9.192201553191058,zone9,0.0
45.532995816965034,9.192471047776294,zone9,0.0
45.532995816965034,9.19274054236153,zone9,0.0
45.532995816965034,9.193010036946767,zone9,0.0
45.532995816965034,9.193279531532003,zone9,0.0
45.532995816965034,9.193549026117237,zone9,0.0
45.532995816965034,9.193818520702473,zone9,0.0
45.532995816965034,9.19408801528771,zone9,0.0
45.532995816965034,9.194357509872946,zone9,0.0
45.532995816965034,9.194627004458182,zone9,0.0
45.532995816965034,9.194896499043418,zone9,0.0
45.532995816965034,9.195165993628653,zone9,0.0
45.532995816965034,9.195435488213889,zone9,0.0
45.532995816965034,9.195704982799125,zone9,0.0
45.532995816965034,9.195974477384361,zone9,0.0
45.532995816965034,9.196243971969597,zone9,0.0
45.532995816965034,9.196513466554833,zone9,0.0
45.532995816965034,9.196782961140068,zone9,0.0
45.532995816965034,9.197052455725304,zone9,0.0
45.532995816965034,9.19732195031054,zone9,0.0
45.532995816965034,9.197591444895776,zone9,0.0
45.532995816965034,9.197860939481012,zone9,0.0
45.532995816965034,9.198130434066247,zone9,0.0
45.532995816965034,9.198399928651483,zone9,0.0
45.532995816965034,9.19866942323672,zone9,0.0
45.532995816965034,9.198938917821955,zone9,0.0
45.532995816965034,9.199208412407192,zone9,0.0
45.532995816965034,9.199477906992428,zone9,0.0
45.532995816965034,9.199747401577662,zone9,0.0
45.532995816965034,9.200016896162898,zone9,0.0
45.532995816965034,9.200286390748134,zone9,0.0
45.532995816965034,9.20055588533337,zone9,0.0
45.532995816965034,9.200825379918607,zone9,0.0
45.532995816965034,9.201094874503841,zone9,0.0
45.532995816965034,9.201364369089077,zone9,0.0
45.532995816965034,9.201633863674314,zone9,0.0
45.532995816965034,9.20190335825955,zone9,0.0
45.532995816965034,9.202172852844786,zone9,0.0
45.532995816965034,9.202442347430022,zone9,0.0
45.532995816965034,9.202711842015256,zone9,0.0
45.532995816965034,9.202981336600493,zone9,0.0
45.532995816965034,9.203250831185729,zone9,0.0
45.532995816965034,9.203520325770965,zone9,0.0
45.532995816965034,9.203789820356201,zone9,0.0
45.532995816965034,9.204059314941436,zone9,0.0
45.532995816965034,9.204328809526672,zone9,0.0
45.532995816965034,9.204598304111908,zone9,0.0
45.532995816965034,9.204867798697144,zone9,0.0
45.532995816965034,9.20513729328238,zone9,0.0
45.532995816965034,9.205406787867616,zone9,0.0
45.532995816965034,9.20567628245285,zone9,0.0
45.532995816965034,9.205945777038087,zone9,0.0
45.532995816965034,9.206215271623323,zone9,0.0
45.532995816965034,9.20648476620856,zone9,0.0
45.532995816965034,9.206754260793796,zone9,0.0
45.532995816965034,9.207023755379032,zone9,0.0
45.532995816965034,9.207293249964266,zone9,0.0
45.532995816965034,9.207562744549502,zone9,0.0
45.532995816965034,9.207832239134738,zone9,0.0
45.532995816965034,9.208101733719975,zone9,0.0
45.532995816965034,9.20837122830521,zone9,0.0
45.532995816965034,9.208640722890445,zone9,0.0
45.532995816965034,9.208910217475681,zone9,0.0
45.532995816965034,9.209179712060918,zone9,0.0
45.532995816965034,9.209449206646154,zone9,0.0
45.532995816965034,9.20971870123139,zone9,0.0
45.532995816965034,9.209988195816626,zone9,0.0
45.532995816965034,9.21025769040186,zone9,0.0
45.532995816965034,9.210527184987097,zone9,0.0
45.532995816965034,9.210796679572333,zone9,0.0
45.532995816965034,9.211066174157569,zone9,0.0
45.532995816965034,9.211335668742805,zone9,0.0
45.532995816965034,9.21160516332804,zone9,0.0
45.532995816965034,9.211874657913276,zone9,0.0
45.532995816965034,9.212144152498512,zone9,0.0
45.532995816965034,9.212413647083748,zone9,0.0
45.532995816965034,9.212683141668984,zone9,0.0
45.532995816965034,9.21295263625422,zone9,0.0
45.532995816965034,9.213222130839455,zone9,0.0
45.532995816965034,9.213491625424691,zone9,0.0
45.532995816965034,9.213761120009927,zone9,0.0
45.532995816965034,9.214030614595163,zone9,0.0
45.532995816965034,9.2143001091804,zone9,0.0
45.532995816965034,9.214569603765636,zone9,0.0
45.532995816965034,9.21483909835087,zone9,0.0
45.532995816965034,9.215108592936106,zone9,0.0
45.532995816965034,9.215378087521342,zone9,0.0
45.532995816965034,9.215647582106579,zone9,0.0
45.532995816965034,9.215917076691815,zone9,0.0
45.532995816965034,9.21618657127705,zone9,0.0
45.532995816965034,9.216456065862285,zone9,0.0
45.532995816965034,9.216725560447522,zone9,0.0
45.532995816965034,9.216995055032758,zone9,0.0
45.532995816965034,9.217264549617994,zone9,0.0
45.532995816965034,9.21753404420323,zone9,0.0
45.532995816965034,9.217803538788464,zone9,0.0
45.532995816965034,9.2180730333737,zone9,0.0
45.532995816965034,9.218342527958937,zone9,0.0
45.532995816965034,9.218612022544173,zone9,0.0
45.532995816965034,9.21888151712941,zone9,0.0
45.532995816965034,9.219151011714644,zone9,0.0
45.532995816965034,9.21942050629988,zone9,0.0
45.532995816965034,9.219690000885116,zone9,0.0
45.532995816965034,9.219959495470352,zone9,0.0
45.532995816965034,9.220228990055588,zone9,0.0
45.532995816965034,9.220498484640824,zone9,0.0
45.532995816965034,9.220767979226059,zone9,0.0
45.532995816965034,9.221037473811295,zone9,0.0
45.532726322379794,9.143153538678133,zone9,0.0
45.532726322379794,9.14342303326337,zone9,0.0
45.532726322379794,9.143692527848605,zone9,0.0
45.532726322379794,9.14396202243384,zone9,0.0
45.532726322379794,9.144231517019076,zone9,0.0
45.532726322379794,9.144501011604312,zone9,0.0
45.532726322379794,9.144770506189548,zone9,0.0
45.532726322379794,9.145040000774785,zone9,0.0
45.532726322379794,9.145309495360019,zone9,0.0
45.532726322379794,9.145578989945255,zone9,0.0
45.532726322379794,9.145848484530491,zone9,0.0
45.532726322379794,9.146117979115727,zone9,0.0
45.532726322379794,9.146387473700964,zone9,0.0
45.532726322379794,9.1466569682862,zone9,0.0
45.532726322379794,9.146926462871434,zone9,0.0
45.532726322379794,9.14719595745667,zone9,0.0
45.532726322379794,9.147465452041907,zone9,0.0
45.532726322379794,9.147734946627143,zone9,0.0
45.532726322379794,9.148004441212379,zone9,0.0
45.532726322379794,9.148273935797615,zone9,0.0
45.532726322379794,9.14854343038285,zone9,0.0
45.532726322379794,9.148812924968086,zone9,0.0
45.532726322379794,9.149082419553322,zone9,0.0
45.532726322379794,9.149351914138558,zone9,0.0
45.532726322379794,9.149621408723794,zone9,0.0
45.532726322379794,9.149890903309029,zone9,0.0
45.532726322379794,9.150160397894265,zone9,0.0
45.532726322379794,9.150429892479501,zone9,0.0
45.532726322379794,9.150699387064737,zone9,0.0
45.532726322379794,9.150968881649973,zone9,0.0
45.532726322379794,9.15123837623521,zone9,0.0
45.532726322379794,9.151507870820444,zone9,0.0
45.532726322379794,9.15177736540568,zone9,0.0
45.532726322379794,9.152046859990916,zone9,0.0
45.532726322379794,9.152316354576152,zone9,0.0
45.532726322379794,9.152585849161389,zone9,0.0
45.532726322379794,9.152855343746623,zone9,0.0
45.532726322379794,9.153124838331859,zone9,0.0
45.532726322379794,9.153394332917095,zone9,0.0
45.532726322379794,9.153663827502331,zone9,0.0
45.532726322379794,9.153933322087568,zone9,0.0
45.532726322379794,9.154202816672804,zone9,0.0
45.532726322379794,9.154472311258038,zone9,0.0
45.532726322379794,9.154741805843274,zone9,0.0
45.532726322379794,9.15501130042851,zone9,0.0
45.532726322379794,9.155280795013747,zone9,0.0
45.532726322379794,9.155550289598983,zone9,0.0
45.532726322379794,9.155819784184219,zone9,0.0
45.532726322379794,9.156089278769453,zone9,0.0
45.532726322379794,9.15635877335469,zone9,0.0
45.532726322379794,9.156628267939926,zone9,89.99978404332398
45.532726322379794,9.156897762525162,zone9,89.99984676825399
45.532726322379794,9.157167257110398,zone9,89.99309461858215
45.532726322379794,9.157436751695633,zone9,89.9942653928572
45.532726322379794,9.157706246280869,zone9,89.99143492850833
45.532726322379794,9.157975740866105,zone9,89.9691181983192
45.532726322379794,9.158245235451341,zone9,89.98455909803818
45.532726322379794,9.158514730036577,zone9,89.99143492850833
45.532726322379794,9.158784224621813,zone9,89.98455909803818
45.532726322379794,9.159053719207048,zone9,89.9691181983192
45.532726322379794,9.159323213792284,zone9,89.9861892373649
45.532726322379794,9.15959270837752,zone9,89.9861892373649
45.532726322379794,9.159862202962756,zone9,89.97816326755895
45.532726322379794,9.160131697547993,zone9,89.97816326755895
45.532726322379794,9.160401192133227,zone9,89.9691181983192
45.532726322379794,9.160670686718463,zone9,89.9861892373649
45.532726322379794,9.1609401813037,zone9,89.989081633383
45.532726322379794,9.161209675888935,zone9,89.9861892373649
45.532726322379794,9.161479170474172,zone9,89.97816326755895
45.532726322379794,9.161748665059408,zone9,0.0
45.532726322379794,9.162018159644642,zone9,89.9691181983192
45.532726322379794,9.162287654229878,zone9,89.9691181983192
45.532726322379794,9.162557148815115,zone9,0.0
45.532726322379794,9.16282664340035,zone9,89.99023431599281
45.532726322379794,9.163096137985587,zone9,89.99251006224446
45.532726322379794,9.163365632570821,zone9,89.99251006224446
45.532726322379794,9.163635127156057,zone9,89.98970606522035
45.532726322379794,9.163904621741294,zone9,89.99023431599281
45.532726322379794,9.16417411632653,zone9,89.99023431599281
45.532726322379794,9.164443610911766,zone9,89.99251006224446
45.532726322379794,9.164713105497002,zone9,89.99143492850833
45.532726322379794,9.164982600082237,zone9,89.9691181983192
45.532726322379794,9.165252094667473,zone9,89.97816326755895
45.532726322379794,9.165521589252709,zone9,0.0
45.532726322379794,9.165791083837945,zone9,89.97816326755895
45.532726322379794,9.166060578423181,zone9,89.99143492850833
45.532726322379794,9.166330073008417,zone9,89.99023431599281
45.532726322379794,9.166599567593652,zone9,89.9861892373649
45.532726322379794,9.166869062178888,zone9,89.98970606522035
45.532726322379794,9.167138556764124,zone9,89.99143492850833
45.532726322379794,9.16740805134936,zone9,89.99023431599281
45.532726322379794,9.167677545934596,zone9,89.97816326755895
45.532726322379794,9.167947040519831,zone9,89.98455909803818
45.532726322379794,9.168216535105067,zone9,89.9861892373649
45.532726322379794,9.168486029690303,zone9,89.97816326755895
45.532726322379794,9.16875552427554,zone9,89.9691181983192
45.532726322379794,9.169025018860776,zone9,89.9691181983192
45.532726322379794,9.169294513446012,zone9,89.97816326755895
45.532726322379794,9.169564008031246,zone9,89.9861892373649
45.532726322379794,9.169833502616482,zone9,89.97816326755895
45.532726322379794,9.170102997201719,zone9,89.97816326755895
45.532726322379794,9.170372491786955,zone9,89.989081633383
45.532726322379794,9.17064198637219,zone9,89.9861892373649
45.532726322379794,9.170911480957425,zone9,89.9861892373649
45.532726322379794,9.171180975542661,zone9,89.98970606522035
45.532726322379794,9.171450470127898,zone9,89.99143492850833
45.532726322379794,9.171719964713134,zone9,89.99309461858215
45.532726322379794,9.17198945929837,zone9,89.99227954887891
45.532726322379794,9.172258953883606,zone9,89.99251006224446
45.532726322379794,9.17252844846884,zone9,89.989081633383
45.532726322379794,9.172797943054077,zone9,89.98970606522035
45.532726322379794,9.173067437639313,zone9,89.99023431599281
45.532726322379794,9.173336932224549,zone9,89.989081633383
45.532726322379794,9.173606426809785,zone9,89.9861892373649
45.532726322379794,9.173875921395021,zone9,89.99143492850833
45.532726322379794,9.174145415980256,zone9,89.98970606522035
45.532726322379794,9.174414910565492,zone9,89.97816326755895
45.532726322379794,9.174684405150728,zone9,0.0
45.532726322379794,9.174953899735964,zone9,89.9691181983192
45.532726322379794,9.1752233943212,zone9,89.99023431599281
45.532726322379794,9.175492888906435,zone9,89.99485303256863
45.532726322379794,9.175762383491671,zone9,89.99272108887305
45.532726322379794,9.176031878076907,zone9,89.98970606522035
45.532726322379794,9.176301372662143,zone9,89.989081633383
45.532726322379794,9.17657086724738,zone9,89.99394357984433
45.532726322379794,9.176840361832616,zone9,89.99251006224446
45.532726322379794,9.17710985641785,zone9,0.0
45.532726322379794,9.177379351003086,zone9,89.97816326755895
45.532726322379794,9.177648845588323,zone9,89.97816326755895
45.532726322379794,9.177918340173559,zone9,89.9861892373649
45.532726322379794,9.178187834758795,zone9,89.9861892373649
45.532726322379794,9.17845732934403,zone9,89.99143492850833
45.532726322379794,9.178726823929265,zone9,89.99023431599281
45.532726322379794,9.178996318514502,zone9,89.99309461858215
45.532726322379794,9.179265813099738,zone9,89.9861892373649
45.532726322379794,9.179535307684974,zone9,89.98455909803818
45.532726322379794,9.17980480227021,zone9,89.9861892373649
45.532726322379794,9.180074296855445,zone9,89.9861892373649
45.532726322379794,9.18034379144068,zone9,89.98455909803818
45.532726322379794,9.180613286025917,zone9,89.98455909803818
45.532726322379794,9.180882780611153,zone9,89.97816326755895
45.532726322379794,9.18115227519639,zone9,89.9691181983192
45.532726322379794,9.181421769781625,zone9,89.9691181983192
45.532726322379794,9.18169126436686,zone9,89.98455909803818
45.532726322379794,9.181960758952096,zone9,89.99227954887891
45.532726322379794,9.182230253537332,zone9,89.98970606522035
45.532726322379794,9.182499748122568,zone9,89.99227954887891
45.532726322379794,9.182769242707804,zone9,89.99382363908967
45.532726322379794,9.183038737293039,zone9,89.99227954887891
45.532726322379794,9.183308231878275,zone9,89.99023431599281
45.532726322379794,9.183577726463511,zone9,89.99023431599281
45.532726322379794,9.183847221048747,zone9,89.99978702710146
45.532726322379794,9.184116715633984,zone9,89.99978404332398
45.532726322379794,9.18438621021922,zone9,0.0
45.532726322379794,9.184655704804454,zone9,0.0
45.532726322379794,9.18492519938969,zone9,0.0
45.532726322379794,9.185194693974926,zone9,0.0
45.532726322379794,9.185464188560163,zone9,0.0
45.532726322379794,9.185733683145399,zone9,0.0
45.532726322379794,9.186003177730633,zone9,0.0
45.532726322379794,9.18627267231587,zone9,0.0
45.532726322379794,9.186542166901106,zone9,0.0
45.532726322379794,9.186811661486342,zone9,0.0
45.532726322379794,9.187081156071578,zone9,0.0
45.532726322379794,9.187350650656814,zone9,0.0
45.532726322379794,9.187620145242049,zone9,0.0
45.532726322379794,9.187889639827285,zone9,0.0
45.532726322379794,9.18815913441252,zone9,0.0
45.532726322379794,9.188428628997757,zone9,0.0
45.532726322379794,9.188698123582993,zone9,0.0
45.532726322379794,9.18896761816823,zone9,0.0
45.532726322379794,9.189237112753464,zone9,0.0
45.532726322379794,9.1895066073387,zone9,0.0
45.532726322379794,9.189776101923936,zone9,0.0
45.532726322379794,9.190045596509172,zone9,0.0
45.532726322379794,9.190315091094408,zone9,0.0
45.532726322379794,9.190584585679643,zone9,0.0
45.532726322379794,9.190854080264879,zone9,0.0
45.532726322379794,9.191123574850115,zone9,0.0
45.532726322379794,9.191393069435351,zone9,0.0
45.532726322379794,9.191662564020588,zone9,0.0
45.532726322379794,9.191932058605824,zone9,0.0
45.532726322379794,9.192201553191058,zone9,0.0
45.532726322379794,9.192471047776294,zone9,0.0
45.532726322379794,9.19274054236153,zone9,0.0
45.532726322379794,9.193010036946767,zone9,0.0
45.532726322379794,9.193279531532003,zone9,0.0
45.532726322379794,9.193549026117237,zone9,0.0
45.532726322379794,9.193818520702473,zone9,0.0
45.532726322379794,9.19408801528771,zone9,0.0
45.532726322379794,9.194357509872946,zone9,0.0
45.532726322379794,9.194627004458182,zone9,0.0
45.532726322379794,9.194896499043418,zone9,0.0
45.532726322379794,9.195165993628653,zone9,0.0
45.532726322379794,9.195435488213889,zone9,0.0
45.532726322379794,9.195704982799125,zone9,0.0
45.532726322379794,9.195974477384361,zone9,0.0
45.532726322379794,9.196243971969597,zone9,0.0
45.532726322379794,9.196513466554833,zone9,0.0
45.532726322379794,9.196782961140068,zone9,0.0
45.532726322379794,9.197052455725304,zone9,0.0
45.532726322379794,9.19732195031054,zone9,0.0
45.532726322379794,9.197591444895776,zone9,0.0
45.532726322379794,9.197860939481012,zone9,0.0
45.532726322379794,9.198130434066247,zone9,0.0
45.532726322379794,9.198399928651483,zone9,0.0
45.532726322379794,9.19866942323672,zone9,0.0
45.532726322379794,9.198938917821955,zone9,0.0
45.532726322379794,9.199208412407192,zone9,0.0
45.532726322379794,9.199477906992428,zone9,0.0
45.532726322379794,9.199747401577662,zone9,0.0
45.532726322379794,9.200016896162898,zone9,0.0
45.532726322379794,9.200286390748134,zone9,0.0
45.532726322379794,9.20055588533337,zone9,0.0
45.532726322379794,9.200825379918607,zone9,0.0
45.532726322379794,9.201094874503841,zone9,0.0
45.532726322379794,9.201364369089077,zone9,0.0
45.532726322379794,9.201633863674314,zone9,0.0
45.532726322379794,9.20190335825955,zone9,0.0
45.532726322379794,9.202172852844786,zone9,0.0
45.532726322379794,9.202442347430022,zone9,0.0
45.532726322379794,9.202711842015256,zone9,0.0
45.532726322379794,9.202981336600493,zone9,0.0
45.532726322379794,9.203250831185729,zone9,0.0
45.532726322379794,9.203520325770965,zone9,0.0
45.532726322379794,9.203789820356201,zone9,0.0
45.532726322379794,9.204059314941436,zone9,0.0
45.532726322379794,9.204328809526672,zone9,0.0
45.532726322379794,9.204598304111908,zone9,0.0
45.532726322379794,9.204867798697144,zone9,0.0
45.532726322379794,9.20513729328238,zone9,0.0
45.532726322379794,9.205406787867616,zone9,0.0
45.532726322379794,9.20567628245285,zone9,0.0
45.532726322379794,9.205945777038087,zone9,0.0
45.532726322379794,9.206215271623323,zone9,0.0
45.532726322379794,9.20648476620856,zone9,0.0
45.532726322379794,9.206754260793796,zone9,0.0
45.532726322379794,9.207023755379032,zone9,0.0
45.532726322379794,9.207293249964266,zone9,0.0
45.532726322379794,9.207562744549502,zone9,0.0
45.532726322379794,9.207832239134738,zone9,0.0
45.532726322379794,9.208101733719975,zone9,0.0
45.532726322379794,9.20837122830521,zone9,0.0
45.532726322379794,9.208640722890445,zone9,0.0
45.532726322379794,9.208910217475681,zone9,0.0
45.532726322379794,9.209179712060918,zone9,0.0
45.532726322379794,9.209449206646154,zone9,0.0
45.532726322379794,9.20971870123139,zone9,0.0
45.532726322379794,9.209988195816626,zone9,0.0
45.532726322379794,9.21025769040186,zone9,0.0
45.532726322379794,9.210527184987097,zone9,0.0
45.532726322379794,9.210796679572333,zone9,0.0
45.532726322379794,9.211066174157569,zone9,0.0
45.532726322379794,9.211335668742805,zone9,0.0
45.532726322379794,9.21160516332804,zone9,0.0
45.532726322379794,9.211874657913276,zone9,0.0
45.532726322379794,9.212144152498512,zone9,0.0
45.532726322379794,9.212413647083748,zone9,0.0
45.532726322379794,9.212683141668984,zone9,0.0
45.532726322379794,9.21295263625422,zone9,0.0
45.532726322379794,9.213222130839455,zone9,0.0
45.532726322379794,9.213491625424691,zone9,0.0
45.532726322379794,9.213761120009927,zone9,0.0
45.532726322379794,9.214030614595163,zone9,0.0
45.532726322379794,9.2143001091804,zone9,0.0
45.532726322379794,9.214569603765636,zone9,0.0
45.532726322379794,9.21483909835087,zone9,0.0
45.532726322379794,9.215108592936106,zone9,0.0
45.532726322379794,9.215378087521342,zone9,0.0
45.532726322379794,9.215647582106579,zone9,0.0
45.532726322379794,9.215917076691815,zone9,0.0
45.532726322379794,9.21618657127705,zone9,0.0
45.532726322379794,9.216456065862285,zone9,0.0
45.532726322379794,9.216725560447522,zone9,0.0
45.532726322379794,9.216995055032758,zone9,0.0
45.532726322379794,9.217264549617994,zone9,0.0
45.532726322379794,9.21753404420323,zone9,0.0
45.532726322379794,9.217803538788464,zone9,0.0
45.532726322379794,9.2180730333737,zone9,0.0
45.532726322379794,9.218342527958937,zone9,0.0
45.532726322379794,9.218612022544173,zone9,0.0
45.532726322379794,9.21888151712941,zone9,0.0
45.532726322379794,9.219151011714644,zone9,0.0
45.532726322379794,9.21942050629988,zone9,0.0
45.532726322379794,9.219690000885116,zone9,0.0
45.532726322379794,9.219959495470352,zone9,0.0
45.532726322379794,9.220228990055588,zone9,0.0
45.532726322379794,9.220498484640824,zone9,0.0
45.532726322379794,9.220767979226059,zone9,0.0
